dataSubmitter,traceabilityLotCode,productDescription,quantity,unitOfMeasure,harvestDateAndLocation,traceabilityLotCodeSourceLocation,cteDate,referenceDocumentTypeNumber,contaminated,gtin,sgln,pgln,eventID,parentID
Ocean Seafoods,urn:epc:class:lgtin:1296690.291179.55d64dfaab03af75b,crab,562,lb,"2023-06-13 - 2023-06-15
Major Fishing Area 9
Southern Atlantic",1296690.48929,2023-06-17,urn:epcglobal:epcis:LANDING.1296690,0,urn:epc:idpat:sgtin:1296690.291179,urn:epc:id:sgln:1296690.48929,urn:epc:id:pgln:1296690.48929,1296690.48929.8792269,
Marine Mariscos,urn:epc:class:lgtin:0677252.145455.1ef56ffd29e6dea59,snapper,408,lb,"2023-07-12 - 2023-07-14
Major Fishing Area 2
Central Pacific",0677252.52994,2023-07-16,urn:epcglobal:epcis:LANDING.0677252,0,urn:epc:idpat:sgtin:0677252.145455,urn:epc:id:sgln:0677252.52994,urn:epc:id:pgln:0677252.52994,0677252.52994.7599211,
Fresh Mariscos,urn:epc:class:lgtin:1152764.412781.0e17431ceeea6a7e5,grouper,557,lb,"2023-06-18 - 2023-06-21
Major Fishing Area 7
Southern Atlantic",1152764.76179,2023-06-24,urn:epcglobal:epcis:LANDING.1152764,0,urn:epc:idpat:sgtin:1152764.412781,urn:epc:id:sgln:1152764.76179,urn:epc:id:pgln:1152764.76179,1152764.76179.4600484,
Wave Aquatics,urn:epc:class:lgtin:1170729.174956.27706772579edae50,salmon,572,lb,"2023-06-22 - 2023-06-29
Major Fishing Area 8
Central Atlantic",1170729.83418,2023-07-01,urn:epcglobal:epcis:LANDING.1170729,0,urn:epc:idpat:sgtin:1170729.174956,urn:epc:id:sgln:1170729.83418,urn:epc:id:pgln:1170729.83418,1170729.83418.6772300,
Deep Bay,urn:epc:class:lgtin:0952084.301253.35f256852f298c792,crayfish,517,kg,"2023-06-20 - 2023-06-24
Major Fishing Area 2
Northern Atlantic",0952084.72068,2023-06-26,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.301253,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.7717043,
Harbor Aquatics,urn:epc:class:lgtin:1014388.398909.fdce11f4f05efdd7b,trout,858,kg,"2023-06-14 - 2023-06-21
Major Fishing Area 3
Southern Atlantic",1014388.44056,2023-06-22,urn:epcglobal:epcis:LANDING.1014388,0,urn:epc:idpat:sgtin:1014388.398909,urn:epc:id:sgln:1014388.44056,urn:epc:id:pgln:1014388.44056,1014388.44056.3023654,
Ocean Coast,urn:epc:class:lgtin:0852607.560394.99247398697bb8c92,barracuda,304,lb,"2023-07-11 - 2023-07-15
Major Fishing Area 4
Southern Atlantic",0852607.84569,2023-07-16,urn:epcglobal:epcis:LANDING.0852607,0,urn:epc:idpat:sgtin:0852607.560394,urn:epc:id:sgln:0852607.84569,urn:epc:id:pgln:0852607.84569,0852607.84569.5336168,
Wave Coast,urn:epc:class:lgtin:0933456.160159.da74f01ee8ca53848,cod,191,lb,"2023-06-23 - 2023-06-26
Major Fishing Area 10
Northern Atlantic",0933456.81948,2023-06-29,urn:epcglobal:epcis:LANDING.0933456,0,urn:epc:idpat:sgtin:0933456.160159,urn:epc:id:sgln:0933456.81948,urn:epc:id:pgln:0933456.81948,0933456.81948.9985178,
Tidal Aquatics,urn:epc:class:lgtin:1251343.217208.131215084dd9b4078,grouper,168,kg,"2023-06-19 - 2023-06-29
Major Fishing Area 5
Southern Pacific",1251343.51485,2023-06-30,urn:epcglobal:epcis:LANDING.1251343,0,urn:epc:idpat:sgtin:1251343.217208,urn:epc:id:sgln:1251343.51485,urn:epc:id:pgln:1251343.51485,1251343.51485.3685586,
Aqua Coast,urn:epc:class:lgtin:1138491.382904.2eeccd571590dbd27,shrimp,437,kg,"2023-07-05 - 2023-07-08
Major Fishing Area 8
Northern Atlantic",1138491.74552,2023-07-09,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.382904,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.4045089,
Wave Maritime,urn:epc:class:lgtin:0971646.848452.fde675e60aabf1cfb,shrimp,439,lb,"2023-06-20 - 2023-06-27
Major Fishing Area 9
Northern Atlantic",0971646.86665,2023-06-29,urn:epcglobal:epcis:LANDING.0971646,0,urn:epc:idpat:sgtin:0971646.848452,urn:epc:id:sgln:0971646.86665,urn:epc:id:pgln:0971646.86665,0971646.86665.8232764,
Deep Bay,urn:epc:class:lgtin:0854321.782537.2f85eb66ed47f647c,trout,902,lb,"2023-06-02 - 2023-06-06
Major Fishing Area 7
Central Atlantic",0854321.52130,2023-06-09,urn:epcglobal:epcis:LANDING.0854321,0,urn:epc:idpat:sgtin:0854321.782537,urn:epc:id:sgln:0854321.52130,urn:epc:id:pgln:0854321.52130,0854321.52130.1763423,
Fresh Aquatics,urn:epc:class:lgtin:0812950.655113.9c792d4943852a5bb,snapper,844,kg,"2023-07-19 - 2023-07-27
Major Fishing Area 4
Central Atlantic",0812950.51420,2023-07-29,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.655113,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.9474632,
Aqua Maritime,urn:epc:class:lgtin:1245541.866723.829344c510d975630,trout,420,kg,"2023-06-15 - 2023-06-24
Major Fishing Area 9
Southern Atlantic",1245541.48887,2023-06-26,urn:epcglobal:epcis:LANDING.1245541,0,urn:epc:idpat:sgtin:1245541.866723,urn:epc:id:sgln:1245541.48887,urn:epc:id:pgln:1245541.48887,1245541.48887.9744092,
Wave Mariscos,urn:epc:class:lgtin:1276660.782889.ea4690d7703cae1d5,mahi mahi,933,lb,"2023-06-24 - 2023-06-27
Major Fishing Area 5
Central Atlantic",1276660.28307,2023-06-28,urn:epcglobal:epcis:LANDING.1276660,0,urn:epc:idpat:sgtin:1276660.782889,urn:epc:id:sgln:1276660.28307,urn:epc:id:pgln:1276660.28307,1276660.28307.7711124,
Tidal Maritime,urn:epc:class:lgtin:1299955.217746.fcb4639bb6b874934,grouper,856,kg,"2023-07-24 - 2023-07-28
Major Fishing Area 8
Central Pacific",1299955.21360,2023-07-30,urn:epcglobal:epcis:LANDING.1299955,0,urn:epc:idpat:sgtin:1299955.217746,urn:epc:id:sgln:1299955.21360,urn:epc:id:pgln:1299955.21360,1299955.21360.1276390,
Ocean Mariscos,urn:epc:class:lgtin:1348322.488472.e2936bb2c23a74308,oysters,949,kg,"2023-07-09 - 2023-07-18
Major Fishing Area 4
Central Pacific",1348322.82144,2023-07-21,urn:epcglobal:epcis:LANDING.1348322,0,urn:epc:idpat:sgtin:1348322.488472,urn:epc:id:sgln:1348322.82144,urn:epc:id:pgln:1348322.82144,1348322.82144.8257428,
Fresh Aquatics,urn:epc:class:lgtin:0814012.734163.a02fe9564d5fc6bcb,jack fish,756,lb,"2023-07-06 - 2023-07-15
Major Fishing Area 3
Southern Atlantic",0814012.13007,2023-07-16,urn:epcglobal:epcis:LANDING.0814012,0,urn:epc:idpat:sgtin:0814012.734163,urn:epc:id:sgln:0814012.13007,urn:epc:id:pgln:0814012.13007,0814012.13007.2192084,
Sea Fisheries,urn:epc:class:lgtin:0767557.563228.284c593688f0845db,haddock,474,lb,"2023-06-26 - 2023-06-28
Major Fishing Area 7
Southern Atlantic",0767557.67859,2023-06-29,urn:epcglobal:epcis:LANDING.0767557,0,urn:epc:idpat:sgtin:0767557.563228,urn:epc:id:sgln:0767557.67859,urn:epc:id:pgln:0767557.67859,0767557.67859.9916262,
Harbor Aquatics,urn:epc:class:lgtin:1042380.294658.e6694da237dad629f,mackerel,510,lb,"2023-07-10 - 2023-07-12
Major Fishing Area 7
Southern Atlantic",1042380.62644,2023-07-14,urn:epcglobal:epcis:LANDING.1042380,0,urn:epc:idpat:sgtin:1042380.294658,urn:epc:id:sgln:1042380.62644,urn:epc:id:pgln:1042380.62644,1042380.62644.7096853,
Marine Delights,urn:epc:class:lgtin:0990493.267149.65f70deb3680ee4a1,crab,501,lb,"2023-07-05 - 2023-07-07
Major Fishing Area 1
Northern Atlantic",0990493.24933,2023-07-10,urn:epcglobal:epcis:LANDING.0990493,0,urn:epc:idpat:sgtin:0990493.267149,urn:epc:id:sgln:0990493.24933,urn:epc:id:pgln:0990493.24933,0990493.24933.4345361,
Ocean Maritime,urn:epc:class:lgtin:1041533.142745.924b1d436a209b763,crab,579,lb,"2023-06-24 - 2023-06-26
Major Fishing Area 9
Northern Atlantic",1041533.41163,2023-06-28,urn:epcglobal:epcis:LANDING.1041533,0,urn:epc:idpat:sgtin:1041533.142745,urn:epc:id:sgln:1041533.41163,urn:epc:id:pgln:1041533.41163,1041533.41163.5401120,
Marine Maritime,urn:epc:class:lgtin:1087774.493254.19b76c49bb184eec3,barracuda,700,kg,"2023-06-07 - 2023-06-17
Major Fishing Area 9
Central Atlantic",1087774.52772,2023-06-19,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.493254,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.1908369,
Wave Mariscos,urn:epc:class:lgtin:1276660.890219.65c935f160df4c256,tilapia,246,kg,"2023-07-06 - 2023-07-13
Major Fishing Area 9
Northern Atlantic",1276660.28307,2023-07-16,urn:epcglobal:epcis:LANDING.1276660,0,urn:epc:idpat:sgtin:1276660.890219,urn:epc:id:sgln:1276660.28307,urn:epc:id:pgln:1276660.28307,1276660.28307.9221468,
Marine Maritime,urn:epc:class:lgtin:1047782.605301.08a435b3b559d1c9d,swordfish,34,lb,"2023-06-10 - 2023-06-18
Major Fishing Area 6
Central Pacific",1047782.56172,2023-06-19,urn:epcglobal:epcis:LANDING.1047782,0,urn:epc:idpat:sgtin:1047782.605301,urn:epc:id:sgln:1047782.56172,urn:epc:id:pgln:1047782.56172,1047782.56172.3471335,
Coastal Catchers,urn:epc:class:lgtin:1372683.314916.e05c79be514de8bb8,salmon,978,lb,"2023-07-23 - 2023-07-25
Major Fishing Area 4
Northern Atlantic",1372683.92429,2023-07-28,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.314916,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.2438716,
Marine Mariscos,urn:epc:class:lgtin:1165106.678053.c5114a77c5d224fed,mussels,969,kg,"2023-07-25 - 2023-07-27
Major Fishing Area 5
Southern Atlantic",1165106.59890,2023-07-29,urn:epcglobal:epcis:LANDING.1165106,0,urn:epc:idpat:sgtin:1165106.678053,urn:epc:id:sgln:1165106.59890,urn:epc:id:pgln:1165106.59890,1165106.59890.4490219,
Harbor Maritime,urn:epc:class:lgtin:0798342.360281.58a7685d8cb70d6cd,crayfish,123,kg,"2023-07-04 - 2023-07-10
Major Fishing Area 10
Northern Atlantic",0798342.16978,2023-07-12,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.360281,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.7754151,
Fresh Aquatics,urn:epc:class:lgtin:0812950.302102.9910a35105758a0b1,barracuda,379,lb,"2023-07-03 - 2023-07-07
Major Fishing Area 10
Northern Atlantic",0812950.51420,2023-07-09,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.302102,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.2882244,
Fresh Fisheries,urn:epc:class:lgtin:1272347.504010.31fc82606493cedff,mussels,99,kg,"2023-06-12 - 2023-06-18
Major Fishing Area 3
Northern Atlantic",1272347.42013,2023-06-21,urn:epcglobal:epcis:LANDING.1272347,0,urn:epc:idpat:sgtin:1272347.504010,urn:epc:id:sgln:1272347.42013,urn:epc:id:pgln:1272347.42013,1272347.42013.3881326,
Harbor Catches,urn:epc:class:lgtin:0849861.276804.511e3dbf08df3e4bd,crab,177,lb,"2023-06-28 - 2023-07-03
Major Fishing Area 6
Central Pacific",0849861.41432,2023-07-06,urn:epcglobal:epcis:LANDING.0849861,0,urn:epc:idpat:sgtin:0849861.276804,urn:epc:id:sgln:0849861.41432,urn:epc:id:pgln:0849861.41432,0849861.41432.5954072,
Ocean Aquatics,urn:epc:class:lgtin:0739683.383924.cf4b0a16d9daec073,haddock,713,lb,"2023-06-11 - 2023-06-15
Major Fishing Area 4
Northern Atlantic",0739683.50788,2023-06-17,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.383924,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.5267514,
Deep Catches,urn:epc:class:lgtin:0946325.829280.d29fc6754881c063a,crab,473,kg,"2023-06-24 - 2023-06-30
Major Fishing Area 4
Southern Atlantic",0946325.75441,2023-07-03,urn:epcglobal:epcis:LANDING.0946325,0,urn:epc:idpat:sgtin:0946325.829280,urn:epc:id:sgln:0946325.75441,urn:epc:id:pgln:0946325.75441,0946325.75441.8682819,
Sea Fisheries,urn:epc:class:lgtin:1315505.534591.26ecb2660287575b3,tuna,501,kg,"2023-06-03 - 2023-06-10
Major Fishing Area 9
Southern Pacific",1315505.83674,2023-06-13,urn:epcglobal:epcis:LANDING.1315505,0,urn:epc:idpat:sgtin:1315505.534591,urn:epc:id:sgln:1315505.83674,urn:epc:id:pgln:1315505.83674,1315505.83674.4035780,
Harbor Bay,urn:epc:class:lgtin:0898576.304867.f3d70294a451b67cd,tuna,621,lb,"2023-06-20 - 2023-06-25
Major Fishing Area 10
Southern Atlantic",0898576.73449,2023-06-26,urn:epcglobal:epcis:LANDING.0898576,0,urn:epc:idpat:sgtin:0898576.304867,urn:epc:id:sgln:0898576.73449,urn:epc:id:pgln:0898576.73449,0898576.73449.1946249,
Ocean Aquatics,urn:epc:class:lgtin:0739683.113275.09f2d865dee196d65,salmon,469,lb,"2023-06-04 - 2023-06-09
Major Fishing Area 9
Southern Atlantic",0739683.50788,2023-06-12,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.113275,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.2156921,
Harbor Aquatics,urn:epc:class:lgtin:1042380.661037.51326a20b2a568608,lobster,587,kg,"2023-06-23 - 2023-06-26
Major Fishing Area 7
Northern Atlantic",1042380.62644,2023-06-29,urn:epcglobal:epcis:LANDING.1042380,0,urn:epc:idpat:sgtin:1042380.661037,urn:epc:id:sgln:1042380.62644,urn:epc:id:pgln:1042380.62644,1042380.62644.5845059,
Deep Delights,urn:epc:class:lgtin:0960575.415209.2c5c71874ba896a86,crab,972,kg,"2023-06-18 - 2023-06-24
Major Fishing Area 7
Northern Pacific",0960575.31097,2023-06-25,urn:epcglobal:epcis:LANDING.0960575,0,urn:epc:idpat:sgtin:0960575.415209,urn:epc:id:sgln:0960575.31097,urn:epc:id:pgln:0960575.31097,0960575.31097.2425742,
Aqua Coast,urn:epc:class:lgtin:1138491.208408.5e7dd79486700c6bf,trout,51,kg,"2023-06-14 - 2023-06-18
Major Fishing Area 6
Central Atlantic",1138491.74552,2023-06-19,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.208408,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.7384910,
Harbor Maritime,urn:epc:class:lgtin:0798342.153644.22556bf8ad273876c,haddock,635,kg,"2023-06-21 - 2023-06-24
Major Fishing Area 7
Northern Atlantic",0798342.16978,2023-06-25,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.153644,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.8551217,
Marine Maritime,urn:epc:class:lgtin:1394496.537207.5bc8347cb198d138a,crab,491,lb,"2023-06-03 - 2023-06-11
Major Fishing Area 9
Northern Atlantic",1394496.15347,2023-06-12,urn:epcglobal:epcis:LANDING.1394496,0,urn:epc:idpat:sgtin:1394496.537207,urn:epc:id:sgln:1394496.15347,urn:epc:id:pgln:1394496.15347,1394496.15347.9420179,
Coastal Catchers,urn:epc:class:lgtin:1122227.328546.1c06e67485c4338a1,tuna,864,kg,"2023-07-18 - 2023-07-27
Major Fishing Area 2
Central Atlantic",1122227.55899,2023-07-28,urn:epcglobal:epcis:LANDING.1122227,0,urn:epc:idpat:sgtin:1122227.328546,urn:epc:id:sgln:1122227.55899,urn:epc:id:pgln:1122227.55899,1122227.55899.4855351,
Fresh Bay,urn:epc:class:lgtin:1321636.908652.4328e2d3d767837a6,crayfish,569,kg,"2023-07-16 - 2023-07-21
Major Fishing Area 8
Southern Pacific",1321636.98872,2023-07-24,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.908652,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.5783715,
Tidal Aquatics,urn:epc:class:lgtin:1396852.473073.8fbbf345b61437a17,salmon,528,kg,"2023-06-10 - 2023-06-15
Major Fishing Area 6
Southern Atlantic",1396852.17732,2023-06-17,urn:epcglobal:epcis:LANDING.1396852,0,urn:epc:idpat:sgtin:1396852.473073,urn:epc:id:sgln:1396852.17732,urn:epc:id:pgln:1396852.17732,1396852.17732.1935543,
Sea Seafoods,urn:epc:class:lgtin:1350352.874636.a7d27b0597d6457b6,tuna,427,lb,"2023-06-22 - 2023-06-29
Major Fishing Area 7
Northern Atlantic",1350352.79184,2023-07-02,urn:epcglobal:epcis:LANDING.1350352,0,urn:epc:idpat:sgtin:1350352.874636,urn:epc:id:sgln:1350352.79184,urn:epc:id:pgln:1350352.79184,1350352.79184.1462285,
Tidal Maritime,urn:epc:class:lgtin:0618737.819508.21ef71debe169dd31,snapper,330,kg,"2023-07-25 - 2023-08-01
Major Fishing Area 5
Central Atlantic",0618737.79714,2023-08-04,urn:epcglobal:epcis:LANDING.0618737,0,urn:epc:idpat:sgtin:0618737.819508,urn:epc:id:sgln:0618737.79714,urn:epc:id:pgln:0618737.79714,0618737.79714.5516869,
Coastal Fisheries,urn:epc:class:lgtin:0640809.114883.7d9830a1e6c58c31f,mussels,204,lb,"2023-06-03 - 2023-06-07
Major Fishing Area 4
Central Pacific",0640809.92408,2023-06-08,urn:epcglobal:epcis:LANDING.0640809,0,urn:epc:idpat:sgtin:0640809.114883,urn:epc:id:sgln:0640809.92408,urn:epc:id:pgln:0640809.92408,0640809.92408.2912413,
Ocean Mariscos,urn:epc:class:lgtin:1348322.727681.fbc8dfe37b5a4141e,snapper,211,lb,"2023-07-09 - 2023-07-11
Major Fishing Area 2
Northern Pacific",1348322.82144,2023-07-12,urn:epcglobal:epcis:LANDING.1348322,0,urn:epc:idpat:sgtin:1348322.727681,urn:epc:id:sgln:1348322.82144,urn:epc:id:pgln:1348322.82144,1348322.82144.2083714,
Marine Mariscos,urn:epc:class:lgtin:1140380.154557.a326c7a3d49824539,jack fish,686,kg,"2023-06-08 - 2023-06-13
Major Fishing Area 4
Northern Atlantic",1140380.27822,2023-06-14,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.154557,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.9100848,
Ocean Aquatics,urn:epc:class:lgtin:0739683.448471.7ff6377e55a6945cf,barracuda,162,lb,"2023-07-10 - 2023-07-13
Major Fishing Area 1
Northern Atlantic",0739683.50788,2023-07-15,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.448471,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.4472963,
Deep Bay,urn:epc:class:lgtin:0854321.301377.bacdf8dd60ba56de4,swordfish,193,lb,"2023-07-11 - 2023-07-19
Major Fishing Area 5
Central Atlantic",0854321.52130,2023-07-21,urn:epcglobal:epcis:LANDING.0854321,0,urn:epc:idpat:sgtin:0854321.301377,urn:epc:id:sgln:0854321.52130,urn:epc:id:pgln:0854321.52130,0854321.52130.7402016,
Coastal Catchers,urn:epc:class:lgtin:1122227.357411.8a9a836183e479fdd,oysters,831,kg,"2023-06-06 - 2023-06-09
Major Fishing Area 1
Central Atlantic",1122227.55899,2023-06-11,urn:epcglobal:epcis:LANDING.1122227,0,urn:epc:idpat:sgtin:1122227.357411,urn:epc:id:sgln:1122227.55899,urn:epc:id:pgln:1122227.55899,1122227.55899.7479215,
Ocean Aquatics,urn:epc:class:lgtin:0739683.102490.f668dc59bfbb88087,trout,465,kg,"2023-07-18 - 2023-07-21
Major Fishing Area 3
Central Atlantic",0739683.50788,2023-07-23,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.102490,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.3260416,
Coastal Delights,urn:epc:class:lgtin:0949273.330430.01532b15465c38b73,crayfish,186,kg,"2023-06-04 - 2023-06-14
Major Fishing Area 6
Central Atlantic",0949273.47059,2023-06-16,urn:epcglobal:epcis:LANDING.0949273,0,urn:epc:idpat:sgtin:0949273.330430,urn:epc:id:sgln:0949273.47059,urn:epc:id:pgln:0949273.47059,0949273.47059.6934563,
Coastal Catchers,urn:epc:class:lgtin:1372683.953898.0e9428b4c37118660,shrimp,511,lb,"2023-06-18 - 2023-06-28
Major Fishing Area 3
Northern Atlantic",1372683.92429,2023-06-29,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.953898,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.8292733,
Ocean Coast,urn:epc:class:lgtin:0852607.647921.19d1307c1c5d06400,mahi mahi,891,lb,"2023-07-16 - 2023-07-18
Major Fishing Area 4
Central Atlantic",0852607.84569,2023-07-20,urn:epcglobal:epcis:LANDING.0852607,0,urn:epc:idpat:sgtin:0852607.647921,urn:epc:id:sgln:0852607.84569,urn:epc:id:pgln:0852607.84569,0852607.84569.4252501,
Coastal Aquatics,urn:epc:class:lgtin:0784460.627230.661aaa7842b0318f1,salmon,145,lb,"2023-06-14 - 2023-06-20
Major Fishing Area 1
Northern Atlantic",0784460.18572,2023-06-23,urn:epcglobal:epcis:LANDING.0784460,0,urn:epc:idpat:sgtin:0784460.627230,urn:epc:id:sgln:0784460.18572,urn:epc:id:pgln:0784460.18572,0784460.18572.4592752,
Fresh Bay,urn:epc:class:lgtin:1321636.288176.a0d160744b6fdc552,oysters,622,lb,"2023-07-05 - 2023-07-12
Major Fishing Area 4
Southern Pacific",1321636.98872,2023-07-15,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.288176,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.5007224,
Fresh Aquatics,urn:epc:class:lgtin:0690120.661239.6a7ce7d1913cb9329,haddock,33,kg,"2023-06-01 - 2023-06-05
Major Fishing Area 10
Northern Atlantic",0690120.76098,2023-06-07,urn:epcglobal:epcis:LANDING.0690120,0,urn:epc:idpat:sgtin:0690120.661239,urn:epc:id:sgln:0690120.76098,urn:epc:id:pgln:0690120.76098,0690120.76098.4390060,
Ocean Aquatics,urn:epc:class:lgtin:0739683.665693.b61d0ff338bb9ff83,swordfish,137,lb,"2023-07-22 - 2023-07-25
Major Fishing Area 8
Central Atlantic",0739683.50788,2023-07-26,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.665693,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.8175538,
Fresh Catches,urn:epc:class:lgtin:0799655.832910.b3fc267c11d01a844,amberjack,920,lb,"2023-06-27 - 2023-06-30
Major Fishing Area 8
Central Atlantic",0799655.16978,2023-07-03,urn:epcglobal:epcis:LANDING.0799655,0,urn:epc:idpat:sgtin:0799655.832910,urn:epc:id:sgln:0799655.16978,urn:epc:id:pgln:0799655.16978,0799655.16978.2182649,
Marine Coast,urn:epc:class:lgtin:1270927.813443.f65f413415ee263c4,salmon,573,lb,"2023-07-20 - 2023-07-22
Major Fishing Area 3
Central Atlantic",1270927.68344,2023-07-24,urn:epcglobal:epcis:LANDING.1270927,0,urn:epc:idpat:sgtin:1270927.813443,urn:epc:id:sgln:1270927.68344,urn:epc:id:pgln:1270927.68344,1270927.68344.3171253,
Marine Maritime,urn:epc:class:lgtin:1087774.129329.f7e4075cd91571fac,tilapia,558,lb,"2023-07-08 - 2023-07-12
Major Fishing Area 7
Southern Atlantic",1087774.52772,2023-07-14,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.129329,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.3803178,
Tidal Maritime,urn:epc:class:lgtin:0618737.111094.b9f84df02b744d837,grouper,627,kg,"2023-07-10 - 2023-07-20
Major Fishing Area 9
Central Atlantic",0618737.79714,2023-07-23,urn:epcglobal:epcis:LANDING.0618737,0,urn:epc:idpat:sgtin:0618737.111094,urn:epc:id:sgln:0618737.79714,urn:epc:id:pgln:0618737.79714,0618737.79714.4698836,
Harbor Maritime,urn:epc:class:lgtin:0798342.959294.4006ce73817e3ffda,snapper,736,kg,"2023-06-26 - 2023-07-02
Major Fishing Area 5
Northern Atlantic",0798342.16978,2023-07-03,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.959294,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.3461367,
Harbor Delights,urn:epc:class:lgtin:0655191.798853.51027d1ae00f8c274,pollock,969,lb,"2023-06-05 - 2023-06-14
Major Fishing Area 1
Southern Atlantic",0655191.79928,2023-06-15,urn:epcglobal:epcis:LANDING.0655191,0,urn:epc:idpat:sgtin:0655191.798853,urn:epc:id:sgln:0655191.79928,urn:epc:id:pgln:0655191.79928,0655191.79928.1716842,
Marine Maritime,urn:epc:class:lgtin:1047782.694231.f616e0fa484730457,cod,499,kg,"2023-06-18 - 2023-06-25
Major Fishing Area 7
Southern Pacific",1047782.56172,2023-06-26,urn:epcglobal:epcis:LANDING.1047782,0,urn:epc:idpat:sgtin:1047782.694231,urn:epc:id:sgln:1047782.56172,urn:epc:id:pgln:1047782.56172,1047782.56172.2969926,
Coastal Catchers,urn:epc:class:lgtin:1372683.907501.fae6630118688c7dd,snapper,314,lb,"2023-06-28 - 2023-07-03
Major Fishing Area 7
Northern Atlantic",1372683.92429,2023-07-04,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.907501,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.6421761,
Coastal Catchers,urn:epc:class:lgtin:0997158.945913.7fba687878566004c,clams,597,kg,"2023-06-12 - 2023-06-16
Major Fishing Area 10
Northern Atlantic",0997158.31901,2023-06-17,urn:epcglobal:epcis:LANDING.0997158,0,urn:epc:idpat:sgtin:0997158.945913,urn:epc:id:sgln:0997158.31901,urn:epc:id:pgln:0997158.31901,0997158.31901.1312127,
Sea Catches,urn:epc:class:lgtin:0741627.961867.ab79c8532dcd0de0a,tilapia,995,lb,"2023-06-08 - 2023-06-15
Major Fishing Area 9
Central Pacific",0741627.10885,2023-06-17,urn:epcglobal:epcis:LANDING.0741627,0,urn:epc:idpat:sgtin:0741627.961867,urn:epc:id:sgln:0741627.10885,urn:epc:id:pgln:0741627.10885,0741627.10885.5269651,
