businessType,businessName,primaryPhone,streetAddress,city,state,zip,companyPrefix,sizeWeight,gln
processor,Fresh Processing,6089488209,3849 Natasha Coves,Lake Joshua,OH,83656,1092047,0.8,1092047.83772
landBasedReceiver,Fresh Seafoods,(348)589-4137,626 Garcia Mall Suite 000,Lake Robert,MD,78959,1077512,0.15,1077512.24839
wholesaler,Fresh Supplies,(756)925-7509,93415 Brian Flats Apt. 533,Valeriehaven,ID,94888,0970979,0.05,0970979.98299
groceryNoTransform,Premium Shop,646-624-5532,984 Andrew Rapids,Port James,WI,03077,0654273,0.15,0654273.31689
grocery,Wholesome Corner,2003277015,31892 Amanda Drive,Port David,KS,78045,0885219,0.8,0885219.97900
landBasedReceiver,Marine Delights,(826)417-4971,9156 Brian Shore Apt. 027,Joshualand,OR,27115,0639807,0.15,0639807.25768
groceryNoTransform,Organic Corner,828-699-5852,25735 Butler Village,New Michellechester,VT,98325,1072934,0.05,1072934.57007
packaging,Fresh Packs,4649005740,12171 Pittman Via,Geraldhaven,MH,82594,1229185,0.15,1229185.98536
wholesaler,Select Provisions,(428)979-5419,1901 Berry Corner,East Travis,VT,43540,0633497,0.05,0633497.95708
processor,Pure Kitchen,7543799646,3157 Anderson Plains,Larsenborough,MD,81024,1333239,0.15,1333239.32568
groceryNoTransform,Natural Shop,(483)552-5235,8364 Ward Mountains,South Josephshire,WA,31471,0836215,0.15,0836215.16681
processor,Organic Manufacturing,949-783-2706,58969 Payne Groves Apt. 549,Port Antoniostad,CT,46092,0870534,0.05,0870534.64573
seafoodFarm,Ocean Fish Farm,4077093243,4811 Mccoy Court,Paulville,OR,87813,1276272,0.05,1276272.75911
grocery,Wholesome Emporium,806-495-1797,25640 Acevedo Pine,Seanport,AK,99703,0949970,0.05,0949970.45040
restaurant,Fusion Cuisine,(357)963-3095,8775 Gibson Branch,Patriciafort,NC,54594,1021615,0.05,1021615.97422
farm,Whispering Acres Farm,2108422468,78648 Scott Crest Suite 564,Arnoldland,WA,36090,0910804,0.05,0910804.32163
seafoodFarm,Sea Fish Farm,4068818131,8635 Morrison Harbors Suite 297,South Anthonyton,OR,37043,0925582,0.05,0925582.89792
groceryNoTransform,Healthy Emporium,(591)497-9289,043 Case Crossroad,Lake Gabrielborough,LA,29808,0758809,0.05,0758809.79176
packaging,Global Encase,(451)669-0031,735 Herrera Loop,New Jessebury,MD,03289,1273211,0.8,1273211.82485
wholesaler,Select Trading,(804)356-8615,091 Smith Common Apt. 183,Brendaville,MN,49978,0645781,0.05,0645781.19492
restaurant,Authentic Restaurant,640-335-8096,7912 Chavez Lake Apt. 495,Melissaland,MA,72896,0992180,0.05,0992180.10858
restaurant,Gourmet Kitchen,(784)441-8545,9737 Garcia Loop Suite 522,East Dawn,GA,11074,1111865,0.05,1111865.49375
restaurant,Fusion Grill,568-782-2097,90383 William Fort Suite 985,Chenmouth,MP,43917,0946605,0.15,0946605.61780
wholesaler,Gourmet Trading,8745575612,2737 Andrew Spring,New Thomasville,DC,99573,1282980,0.05,1282980.73118
grocery,Delicious Mart,(774)963-4550,624 Marshall Parkways,Figueroaport,CT,71744,0767839,0.05,0767839.49572
processor,Organic Operations,299-684-9497,374 Gutierrez Valleys,Maryfort,WV,57076,0679154,0.8,0679154.22774
restaurant,Fusion Eatery,(391)411-9910,0768 Larson Ranch Suite 379,Harmonshire,IN,32942,0724068,0.15,0724068.12807
distributor,Reliable Services,2678830822,5340 Stephanie Square Suite 122,West Samantha,TX,52491,1038383,0.8,1038383.16900
packaging,Premium Pack,4163506585,3244 Moore Lodge Suite 573,New James,PW,07120,1058180,0.8,1058180.92680
farm,Breezy Harvest Farm,(560)895-2257,6366 Gates Stream,Rebeccaview,CA,90322,1060949,0.8,1060949.78503
groceryNoTransform,Delicious Outlet,(523)453-5721,00825 Angela Flats,Port Shawn,NY,87928,1033557,0.15,1033557.29617
groceryNoTransform,Fresh Foods,(321)702-2150,7030 Gibson Shoals,New Stephen,OH,07993,1121291,0.05,1121291.17798
processor,Organic Provisions,4313965342,5105 Carolyn Dam Apt. 617,Lindahaven,SC,46791,0692417,0.8,0692417.27012
wholesaler,Select Imports,(292)308-2048,64181 George Inlet Apt. 970,Bullockchester,DE,73028,1215056,0.05,1215056.88373
wholesaler,Prime Provisions,544-451-5637,4496 Kennedy Lights,Esparzaton,TN,58963,0678389,0.05,0678389.65235
farm,Whispering Harvest Farm,6666473043,322 Hernandez Club,Johnsonburgh,MI,01467,1316016,0.05,1316016.16727
distributor,Quality Imports,526-490-6976,139 Figueroa Curve,Jacksonfort,HI,74646,0916295,0.05,0916295.72838
grocery,Fresh Shop,636-996-2310,687 Ronnie Square,North Amanda,AS,14103,1214101,0.05,1214101.33713
farm,Misty Meadows Farm,(527)482-6809,523 Thomas Ville,Lake Ian,OR,54421,1097995,0.05,1097995.51524
wholesaler,Premium Distributors,333-305-4639,94643 Kelly Shore,North Kara,IA,88750,0636983,0.05,0636983.95264
processor,Natural Products,(456)251-6857,1118 Robert Row Apt. 691,New Jennashire,PW,38424,0724020,0.05,0724020.81811
farm,Lucky Acres Farm,4468689940,953 Thornton Terrace Apt. 149,South Carolyn,VT,18231,1227870,0.15,1227870.87680
grocery,Delicious Outlet,(517)899-2739,1873 Webb Street,Lake Kenneth,VT,36993,0891219,0.15,0891219.31872
grocery,Natural Foods,(735)233-8889,572 Oliver Causeway,New Elijahchester,PW,60051,0731498,0.15,0731498.15780
farm,Lucky Valley Farm,3209763078,1766 Moore Fields,Kylehaven,AK,17909,0953572,0.15,0953572.77494
seafoodFarm,Nautical Fishery,379-477-3749,516 Taylor Glens Suite 581,North Benjaminbury,HI,17601,1136463,0.05,1136463.82986
processor,Global Provisions,4549389894,7749 Hayes Hill,West Denisetown,IL,01360,0766689,0.15,0766689.80905
groceryNoTransform,Healthy Corner,560-402-3587,8841 Jeffery Glen,Martinezfurt,LA,53814,1136497,0.15,1136497.10706
grocery,Tasty Shop,421-218-4711,3485 William Lane,Martinezborough,AL,55965,1079509,0.05,1079509.20496
processor,Organic Products,(939)801-9561,976 Warren Route,New Andrea,VI,90202,0754344,0.05,0754344.40325
groceryNoTransform,Natural Market,(960)495-4557,479 Briana Islands Apt. 950,East Danielshire,WV,86485,1032062,0.15,1032062.61599
seafoodFarm,Ocean Aquafarm,598-393-4505,25616 Tara Way,New Michelleburgh,VA,91427,0974553,0.05,0974553.94902
processor,Premium Processing,777-298-8473,281 James Dam,Anthonyview,PR,60532,0898406,0.15,0898406.47246
farm,Green Pastures Farm,518-634-7528,143 Anderson Port,West Heather,UT,98238,1162008,0.15,1162008.60375
processor,Organic Solutions,8224534944,461 Lauren Springs,Johnsonport,WA,10422,1318520,0.05,1318520.90652
seafoodFarm,Blue Fishery,709-524-8978,28443 Rollins River Suite 198,Lake Cherylfurt,WA,98344,0673853,0.05,0673853.55260
restaurant,Charming Cafe,(431)993-4742,067 Martha Run Suite 949,Jessicastad,FL,12657,1217780,0.05,1217780.91344
farm,Lucky Hills Farm,773-573-7744,56215 Hart Manors,New Sherriborough,GU,78307,1235593,0.05,1235593.96249
landBasedReceiver,Aqua Seafoods,2937028448,0199 Washington Station Apt. 593,Port Katieborough,MS,45818,1078023,0.05,1078023.32959
grocery,Natural Shop,9767118738,135 Gutierrez Points,Kaylahaven,WA,60275,1263708,0.05,1263708.62424
wholesaler,Select Imports,481-813-7716,362 Gonzalez Freeway,Jenniferbury,PW,37609,1177658,0.15,1177658.57738
seafoodFarm,Ocean Fishery,3278056982,727 Black Circles Apt. 963,South Lisa,RI,53184,1282483,0.15,1282483.61726
landBasedReceiver,Wave Mariscos,661-528-4989,6368 Jasmine Inlet,Stevenshire,AL,58280,0738877,0.05,0738877.83532
restaurant,Exquisite Bistro,2074908352,71367 Walter Mall,Nelsonmouth,AZ,05614,0925242,0.05,0925242.18105
restaurant,Flavorful Brasserie,4093136150,88508 James Vista Suite 642,South Michelleberg,TX,03589,1055990,0.05,1055990.35113
grocery,Fine Store,(962)847-0093,4775 Anderson Radial Suite 837,Stanleymouth,TX,57187,0994235,0.05,0994235.81538
seafoodFarm,Ocean Fish Haven,(328)744-4377,46760 Geoffrey Mountain Apt. 470,Alexandertown,CA,50814,0678179,0.05,0678179.57946
seafoodFarm,Marine Aquafarm,411-975-0879,91233 Smith Glen Apt. 728,New Davidstad,SC,57201,1027134,0.15,1027134.99771
restaurant,Gourmet Cuisine,903-722-6623,074 Jerry Ridge,East Antonio,GA,32890,0884012,0.15,0884012.49768
distributor,Gourmet Imports,494-313-0036,45690 Mcgee Ferry,East Thomas,FM,25565,0849137,0.05,0849137.66649
groceryNoTransform,Premium Emporium,(444)317-0726,63341 Jackson Light,North Teresastad,PW,32437,1059778,0.15,1059778.63771
seafoodFarm,Blue Fish Haven,271-235-4037,6878 Cynthia Orchard Apt. 285,Brittanyside,RI,95640,0883043,0.05,0883043.38449
packaging,Eco Wraps,2907888283,522 Strickland Garden Apt. 123,Derekview,CA,79178,1217911,0.15,1217911.17807
grocery,Natural Bazaar,2073354440,52788 Jeffrey Expressway Suite 695,Port Crystalland,MT,46779,0883804,0.05,0883804.59831
wholesaler,Gourmet Market,735-376-5754,868 Lowery Pines,Kylehaven,VI,01391,1143506,0.15,1143506.92503
seafoodFarm,Ocean Fishery,(676)788-9575,229 Darius Prairie,Rayhaven,NC,86662,1041472,0.05,1041472.92514
landBasedReceiver,Sea Seafoods,(925)261-1565,105 Ashley Stream Apt. 625,Mullinsmouth,CA,36906,1252904,0.05,1252904.91822
restaurant,Flavorful Diner,293-401-9049,896 Amy Pine Apt. 363,Kendraborough,KY,18061,1146394,0.05,1146394.52535
distributor,Fine Network,4133683558,246 Walker Trail,Port Keith,MN,39494,0853354,0.15,0853354.91143
packaging,Quality Solutions,692-926-6916,518 Wright Cliff,Keithport,AL,69748,1372870,0.8,1372870.31875
distributor,Reliable Supply,845-812-3254,1218 Contreras Junction,Vangbury,MT,61504,1172629,0.05,1172629.10148
landBasedReceiver,Deep Catchers,4217397602,0444 Mary Track,South Melindabury,LA,30350,1276972,0.05,1276972.41931
groceryNoTransform,Premium Shop,9985291599,41377 Campbell Mount Suite 969,South Denise,AZ,85799,1361508,0.05,1361508.15965
grocery,Premium Emporium,8123316055,0905 Courtney Lane Apt. 077,Johnnyshire,ME,83596,1322238,0.8,1322238.64555
processor,Healthy Provisions,(874)547-1597,928 Ho Orchard,Jacksonfurt,AK,14815,0787325,0.05,0787325.77470
groceryNoTransform,Delicious Foods,(466)651-3259,42532 Boone Glens Apt. 356,Coxbury,CT,50845,1140852,0.15,1140852.13189
landBasedReceiver,Deep Seafoods,4176454392,22994 Fox Junctions Apt. 530,Jerryshire,GA,34087,0772202,0.05,0772202.90233
distributor,Superior Network,2354408496,260 Alexander Port,Tonyaton,NH,01868,1136414,0.05,1136414.87878
grocery,Delicious Bazaar,(762)203-4317,48117 Kristen Track Apt. 896,Lake Lisaton,GU,32225,0771588,0.05,0771588.79023
landBasedReceiver,Deep Delights,974-283-1666,45804 Matthew Shore,New Ray,CA,71234,1342504,0.05,1342504.58550
grocery,Tasty Mart,955-841-6697,9779 Thomas Branch Suite 723,North Calvin,CA,70230,0624879,0.05,0624879.91604
packaging,Innovative Encase,710-387-2579,7182 Frazier Run Suite 409,Danieltown,ME,89085,0829933,0.8,0829933.36564
wholesaler,Global Supplies,(803)680-8811,239 Santos Parkways,Port Andrewchester,SD,77526,1173383,0.05,1173383.36247
grocery,Fresh Mart,515-226-4543,920 Marcus Walk Apt. 569,Johnfort,ID,54479,1189268,0.05,1189268.70644
packaging,Premium Box,(395)410-9206,8694 Autumn Trail Suite 455,East Scott,KS,67185,0681073,0.15,0681073.13514
packaging,Bio Box,(960)961-3911,622 Phillips Trace,North Sarah,NJ,76275,1234585,0.05,1234585.84171
seafoodFarm,Ocean Fish Haven,6007420746,050 Hooper Pass Suite 300,Lake Katherineborough,CA,84308,1383927,0.05,1383927.33752
packaging,Secure Wrap,8304758074,580 Stephen Parkway Suite 286,Port Wayne,NC,08264,0978828,0.05,0978828.55034
packaging,Green Pack,963-729-3570,140 Jackson Circle,Daviston,OH,36170,0759317,0.15,0759317.21870
restaurant,Cozy Bistro,241-980-6058,924 Richardson Valleys Suite 209,West Melissaland,RI,74615,1189657,0.15,1189657.91599
processor,Quality Manufacturing,921-968-4014,912 Hunt Oval,Glennstad,AS,80409,0911964,0.15,0911964.28405
landBasedReceiver,Harbor Mariscos,6058174817,7583 Sanders Ville,Josephborough,HI,01377,1270910,0.05,1270910.48435
wholesaler,Top Foods,708-837-9071,211 Douglas Viaduct Apt. 423,Johnburgh,OR,31919,1212674,0.15,1212674.66922
farm,Happy Hills Farm,(276)369-8037,9817 Sullivan Stravenue,South Bobbymouth,WI,91385,1311584,0.15,1311584.49899
grocery,Gourmet Foods,242-313-8692,61245 Stephanie Cove,East Melissaside,MN,66939,1035121,0.05,1035121.77025
grocery,Organic Bazaar,2262893842,4006 Don View,New Sheila,OR,73201,0755165,0.05,0755165.45536
landBasedReceiver,Tidal Delights,7804507794,1705 Diane Wells,North Samanthaton,MS,83617,1055343,0.15,1055343.30391
processor,Quality Industries,(775)333-6381,2097 Vaughan Port Apt. 771,Christopherchester,CO,85452,1110831,0.05,1110831.96309
wholesaler,Top Distributors,(970)941-2781,07079 Kent Spurs,Joannaport,PR,95895,1084052,0.05,1084052.40880
distributor,Global Supply,(233)547-3989,2123 Steven Keys Apt. 273,South Jeremy,VI,46654,0656765,0.15,0656765.60903
packaging,Green Wraps,375-752-7259,5521 Megan Ford Suite 062,West Susanberg,VI,85703,0955925,0.05,0955925.66373
grocery,Tasty Outlet,3862319149,4270 Baker Bypass Suite 329,Marshalltown,PW,15507,0731448,0.05,0731448.42439
grocery,Healthy Corner,(448)902-4403,3719 Lewis Isle Apt. 824,New Karenland,UT,53630,0714446,0.8,0714446.48722
distributor,Quality Logistics,7899047385,972 Jake Cliff,Lake Rebecca,RI,61586,0950727,0.05,0950727.57972
landBasedReceiver,Tidal Coast,6496595028,98477 Bryan Pine,North Davidbury,NJ,96061,0678539,0.05,0678539.70197
processor,Fresh Cuisine,877-412-6003,96215 Nancy Gateway,New Daryl,LA,86418,0665727,0.05,0665727.94327
wholesaler,Select Provisions,366-833-2606,0616 Charles Point Suite 904,Antoniomouth,SD,29419,0837262,0.15,0837262.77668
distributor,Fine Trade,5085742499,526 Andersen Green Apt. 663,New Erika,AK,88357,0942355,0.8,0942355.67078
grocery,Natural Emporium,856-906-4651,85912 Scott Bypass,Bassside,DE,06889,0835268,0.05,0835268.94944
seafoodFarm,Nautical Fish Farm,(728)665-6335,6196 Mark Way Apt. 859,Paulland,NY,50044,0761087,0.05,0761087.34307
packaging,Bio Wrap,4313718152,3783 Brewer Junctions,South Robertland,MN,09194,1220190,0.05,1220190.37841
packaging,Innovative Seal,(641)536-5090,91836 Cody Union,Johnsonburgh,IN,05826,0724889,0.15,0724889.13790
packaging,Advanced Packs,(883)291-5350,06922 Ruiz Lodge Apt. 257,Lake Maryville,CO,74529,0795326,0.15,0795326.94641
landBasedReceiver,Fresh Catches,(620)960-1419,471 Berry Crossing,Mayshire,GA,98529,0866252,0.05,0866252.76290
distributor,Global Exim,834-825-4526,617 Jonathan Knolls,Mccoyshire,MS,44369,1173787,0.05,1173787.38080
processor,Premium Operations,(312)438-6214,03322 Walters Way,Bryanview,SD,50143,1246160,0.05,1246160.23391
landBasedReceiver,Ocean Coast,6465550246,179 Catherine Wells,Scottborough,MD,72128,0752316,0.15,0752316.89769
distributor,Fine Services,(629)917-1655,7479 Thomas Expressway,North Tony,VI,87452,1171514,0.15,1171514.31627
packaging,Global Wraps,(395)335-6999,187 Green Lodge,Sandersfort,NC,71825,0882069,0.05,0882069.43515
processor,Pure Manufacturing,786-463-2639,11447 Kimberly Lodge,Deanburgh,NH,58563,1114643,0.05,1114643.49357
grocery,Gourmet Shop,(256)720-0616,312 Rebecca Stream Apt. 624,South Dorothy,NH,89358,0811846,0.05,0811846.20391
landBasedReceiver,Coastal Delights,(292)323-7114,9478 Richard Lodge,New Matthewton,NH,56185,0715163,0.05,0715163.95235
distributor,Superior Wholesalers,(537)660-2982,5256 Brandy Expressway Suite 232,Brittneymouth,DC,99858,0992841,0.05,0992841.31042
groceryNoTransform,Natural Corner,5532625357,48131 Leblanc Valley,Jenniferchester,IA,00674,1053858,0.8,1053858.71716
packaging,Premium Packs,(359)210-2125,0566 Calderon Trafficway Suite 989,Chapmanborough,KS,17105,0996778,0.15,0996778.60310
grocery,Tasty Bazaar,3574603998,620 Christopher Creek Apt. 667,North Dianebury,VT,37435,0985279,0.05,0985279.97996
groceryNoTransform,Wholesome Grocery,456-769-8694,4516 Susan Drive Suite 057,East Joseph,AZ,96979,0774754,0.05,0774754.99990
farm,Breezy Acres Farm,6824604975,3256 Phillips Fields Suite 555,South Monicaburgh,KY,81361,0658335,0.8,0658335.55670
packaging,Bio Packaging,995-415-5188,8421 Elizabeth Stravenue,Hallbury,KS,86658,0994610,0.8,0994610.23088
farm,Breezy Valley Farm,(838)449-7138,8006 Richard Port Apt. 304,West Sandraberg,CA,60551,0723239,0.15,0723239.83439
packaging,Premium Seal,3863807119,0592 Donald Port Apt. 663,Port Alec,MT,11128,1235575,0.05,1235575.62704
groceryNoTransform,Healthy Mart,350-893-6003,96639 Edwards Roads,Padillabury,DC,59526,0895831,0.15,0895831.93630
seafoodFarm,Nautical Aquaculture,914-643-7749,50592 Stevens Cape,Rioshaven,MS,28624,1093272,0.15,1093272.61017
wholesaler,Gourmet Distributors,7307411050,11983 Leslie Views Suite 370,Johnfurt,NJ,81792,1221087,0.05,1221087.88601
seafoodFarm,Marine Fish Farm,286-242-6088,04243 Hoffman Lodge,East Edward,SC,13298,1252911,0.05,1252911.22604
wholesaler,Prime Provisions,9146402661,546 Williams Hollow Apt. 299,Thomasburgh,KS,58295,1183908,0.05,1183908.88789
seafoodFarm,Aqua Aquafarm,852-559-5318,68663 Munoz Well,New Frederick,CA,87851,0688982,0.05,0688982.38322
farm,Misty Hills Farm,(775)758-9217,8607 Sherry Springs,Marystad,TX,49837,0622853,0.8,0622853.42518
seafoodFarm,Nautical Aquafarm,(754)433-1333,2633 Scott Common Apt. 669,Port Jose,NC,32303,0862718,0.8,0862718.95972
packaging,Advanced Containers,579-358-3349,1015 Suzanne Ways,Rogerston,MO,88554,1398934,0.8,1398934.89273
distributor,Prime Wholesalers,(353)589-9265,360 Smith Groves Apt. 806,Patelside,NM,43437,0986348,0.8,0986348.27968
distributor,Prime Exim,2198909074,9579 Scott Points,North Loriton,SD,33652,1253490,0.15,1253490.60934
packaging,Premium Seal,(363)310-6750,322 Wheeler Estates Suite 444,Changmouth,HI,61182,1324623,0.05,1324623.90517
seafoodFarm,Nautical Fish Farm,(377)627-0013,14556 Ronald Freeway,East Steven,MD,85380,0929415,0.8,0929415.78277
seafoodFarm,Nautical Fish Farm,9262369971,91099 Murray Shores Apt. 756,Lake Josephton,AK,76569,0928843,0.15,0928843.34981
grocery,Wholesome Corner,(473)366-3211,371 Best Village Suite 734,Carrollmouth,MO,42126,0827195,0.05,0827195.46058
grocery,Organic Shop,(782)755-8913,44259 Matthews Burgs,Wyattmouth,KS,23195,1370776,0.05,1370776.32079
farm,Breezy Meadows Farm,(799)532-2302,855 Padilla Cliffs,North Stephanie,CO,70129,1394132,0.15,1394132.74821
wholesaler,Gourmet Traders,9817642526,444 Julia Unions,Robertmouth,RI,99524,0955386,0.05,0955386.38359
grocery,Healthy Outlet,4569876422,3425 Marsh Track Suite 855,Aprilfurt,MS,67307,0799054,0.15,0799054.46243
farm,Whispering Hills Farm,(782)429-2539,9211 Carr Ridge Suite 338,East Cheyenne,KY,99123,1096296,0.05,1096296.50482
packaging,Secure Box,4764398369,92836 Gibbs Highway,Michaelfort,VT,01293,1043876,0.05,1043876.55067
landBasedReceiver,Marine Coast,523-699-4461,9749 Jonathan Motorway,East Michael,AL,22255,0665908,0.05,0665908.74147
landBasedReceiver,Deep Delights,795-709-9436,694 Deleon Ridges,Kimshire,LA,32980,0822583,0.05,0822583.85636
packaging,Secure Seal,3894298227,86527 Jennifer Mill Suite 712,Williamsfurt,NC,98425,0937444,0.05,0937444.71772
landBasedReceiver,Deep Bay,522-705-0018,46921 Pearson Union Apt. 315,Matthewmouth,NY,11030,0973219,0.05,0973219.37473
seafoodFarm,Sea Fish Haven,8026504327,1867 Jennifer Burgs,Stephenborough,VA,40311,1238242,0.15,1238242.57442
seafoodFarm,Marine Fish Farm,9349153669,494 Gilbert Haven,North Warrenmouth,WA,01876,0720022,0.05,0720022.95156
seafoodFarm,Blue Aquaculture,(648)342-7417,51588 Baker Station,North Jeffreyton,AL,83017,0770263,0.05,0770263.10132
restaurant,Fusion Diner,7669261398,69773 Charles Prairie Apt. 306,East Brandyfurt,NY,80300,1042574,0.05,1042574.95385
farm,Whispering Meadows Farm,593-211-6374,01415 Moore Prairie Suite 097,East Ashleyside,HI,66313,0977708,0.15,0977708.21944
farm,Happy Hills Farm,4543282465,9126 Jeremy Crossroad,Port Joseph,ND,37973,0662820,0.05,0662820.34118
seafoodFarm,Aqua Fishery,5862391325,83201 Amy Ridge Suite 743,Lake Kevin,NY,67511,1319027,0.15,1319027.25192
wholesaler,Gourmet Traders,6177939478,143 David Mills,South Sarahhaven,AK,18306,0734289,0.05,0734289.33121
processor,Organic Industries,3097157641,4030 Williams Extensions Suite 085,South Patrick,AK,24177,0790237,0.8,0790237.17636
grocery,Premium Shop,6297266919,5753 Julia Islands,Shelleyburgh,CA,14324,0786706,0.05,0786706.90994
grocery,Natural Grocery,856-892-1255,3797 Ryan Trail,West Melissamouth,AS,26396,1047961,0.05,1047961.11473
seafoodFarm,Sea Fish Farm,755-435-1292,5473 Eric Plains Suite 560,Smithville,AL,60417,1322628,0.05,1322628.94924
processor,Pure Kitchen,9794571551,1967 Carl Alley Apt. 863,East Jonathon,KY,98647,1159395,0.05,1159395.64328
grocery,Organic Foods,374-518-5992,404 Janet Motorway Suite 479,Lemouth,WA,74116,0994304,0.05,0994304.67481
farm,Happy Orchard Farm,2517225798,00168 Knox Run,Wilsonmouth,FM,67602,1153637,0.05,1153637.26536
packaging,Bio Encase,935-500-2536,756 Robert Creek Apt. 140,Matthewmouth,AL,52012,0819502,0.05,0819502.17215
distributor,Superior Trade,989-939-4441,4517 Nancy Station,Thomasmouth,MT,26307,1010781,0.05,1010781.37968
distributor,Prime Services,7198760994,583 Watson Knoll Suite 902,Smithtown,KY,19782,0983970,0.15,0983970.83486
groceryNoTransform,Premium Market,597-911-2003,8844 Whitaker Locks Suite 610,North Donaldland,CA,44499,1033558,0.05,1033558.19050
groceryNoTransform,Fresh Emporium,722-441-3946,568 Gregory Island,Rhondaborough,MN,50535,1058424,0.15,1058424.66228
distributor,Reliable Network,6084781099,6337 Susan Manor Suite 404,West Billyberg,CA,88339,0967973,0.15,0967973.27960
restaurant,Exquisite Kitchen,936-944-7527,1447 Friedman Forge,Durantown,CO,38848,0875459,0.05,0875459.40696
farm,Breezy Grove Farm,6299991349,34286 Susan Square Apt. 063,Lake Markmouth,IN,68336,0618518,0.05,0618518.30746
wholesaler,Top Market,(788)510-9457,1370 Nelson Meadow Apt. 901,West Melinda,MA,96424,1062983,0.15,1062983.60930
restaurant,Savory Cafe,897-721-0888,15716 Joy Island Apt. 065,East Nancyville,AL,31082,0649074,0.05,0649074.24752
grocery,Delicious Grocery,335-377-9769,2106 Amanda Motorway,Port Karen,MS,05237,0744832,0.05,0744832.26849
groceryNoTransform,Natural Shop,813-241-4789,5154 Spencer Meadow Apt. 553,Williamsport,MT,02997,0995216,0.05,0995216.10669
grocery,Fine Market,4697677862,656 Moore Extensions Suite 713,West Jenniferchester,CO,57251,1136465,0.05,1136465.76674
restaurant,Authentic Cuisine,(220)817-9938,45140 Rollins Ridge Suite 288,Millsbury,ND,86529,1323918,0.15,1323918.72653
distributor,International Trade,(483)655-8272,678 Duane Cape,Spencerberg,WI,11166,1238685,0.8,1238685.32974
wholesaler,Quality Provisions,3627409913,2138 Harris Corner,Markberg,UT,17088,0966537,0.8,0966537.26822
wholesaler,Prime Imports,593-713-7203,962 Munoz Cape Apt. 049,North Christy,MP,84385,0641718,0.15,0641718.76628
farm,Breezy Fields Farm,(653)297-2999,8131 Samuel Skyway Apt. 887,New Dorisstad,NY,63652,0766473,0.05,0766473.44282
processor,Innovative Operations,2786653445,5455 Mark Corners Suite 794,Yangtown,SC,64089,0963380,0.05,0963380.62237
wholesaler,Prime Provisions,770-474-4726,3945 Rodriguez Prairie Suite 338,Port Troy,WV,31138,1089800,0.05,1089800.87708
distributor,Gourmet Exim,7704653070,1976 Benjamin Spur,East Keith,TX,26778,0772140,0.05,0772140.66763
packaging,Eco Wrap,(482)373-9093,1575 Kennedy Extension Apt. 380,West Charles,GA,60412,0913947,0.8,0913947.76966
wholesaler,Quality Wholesale,489-745-1726,1059 Jenny Pike Apt. 207,Brayfort,DC,34583,0943819,0.05,0943819.55374
packaging,Innovative Box,(744)255-3722,771 Lutz Turnpike,Bradleytown,NC,32643,0944122,0.05,0944122.93973
groceryNoTransform,Tasty Bazaar,9858431824,68232 Christina Run,Dennisburgh,CT,01483,1013656,0.05,1013656.88967
groceryNoTransform,Natural Shop,(445)516-2699,589 Matthew Road,Jamiefort,LA,14367,1140300,0.05,1140300.55524
grocery,Fine Market,909-220-3545,743 Amber Loaf Suite 138,Matthewsfort,IA,75736,1216644,0.05,1216644.35634
landBasedReceiver,Aqua Maritime,(631)878-1892,5008 Williams Neck Suite 077,Ricardochester,GA,50440,1194918,0.05,1194918.58508
grocery,Fine Outlet,352-517-8150,3024 James Keys,Sullivantown,AS,42860,0992132,0.15,0992132.79512
wholesaler,Prime Market,(224)885-2325,3933 Aaron Crossing Suite 111,Loribury,FM,71015,0892378,0.15,0892378.99607
distributor,Reliable Distributors,2922551073,4646 Marshall Run Apt. 367,Lake Matthew,NV,75176,1362254,0.05,1362254.67371
farm,Happy Acres Farm,691-437-6701,3582 Sanders Plaza Apt. 061,New Michelleport,AZ,99004,1393160,0.05,1393160.65257
farm,Green Valley Farm,449-786-6829,44304 Gregory Stream Suite 318,South Jenniferville,SC,68156,0664699,0.05,0664699.26011
seafoodFarm,Sea Fish Farm,340-641-5078,817 Gomez Stravenue,Scottport,CA,28500,0864045,0.05,0864045.49323
landBasedReceiver,Coastal Coast,853-677-5524,3156 Lam Rapid,North Tom,NC,70858,1359281,0.05,1359281.48935
landBasedReceiver,Marine Catchers,932-735-4793,758 Marilyn Coves,Ashleyport,HI,63447,0647333,0.15,0647333.15661
seafoodFarm,Sea Aquaculture,7947894685,6851 Perez Ridge,Michaelton,DE,75522,1352451,0.05,1352451.35486
farm,Breezy Valley Farm,(337)712-6196,3205 Lonnie Tunnel,Jillstad,MH,16758,0771039,0.15,0771039.90866
restaurant,Tasty Tavern,2647907994,71177 Michael River Suite 969,West Eduardo,CA,47001,0922741,0.15,0922741.81138
distributor,Global Trade,7058680028,277 Margaret Locks Apt. 779,Murphyton,PA,65432,1257189,0.15,1257189.82209
packaging,Secure Wraps,(568)374-5368,600 Meagan Locks,South Paul,FM,30261,1016290,0.8,1016290.39502
packaging,Innovative Pack,773-354-1106,8763 Michele Crossing,New Danielleville,OR,37577,1134786,0.15,1134786.97060
processor,Innovative Cuisine,867-408-1175,62954 Michelle Lakes,Port Bradley,LA,51384,0995991,0.05,0995991.92738
distributor,Prime Imports,(897)374-9903,4640 Jackie Glens,Everettborough,WA,25981,0722082,0.05,0722082.67142
restaurant,Savory Kitchen,790-741-6345,36431 Tammy Club Suite 722,North Elizabeth,UT,74012,0745899,0.15,0745899.57703
